Anonymized Message,Arousal
hey i got accepted into edinboro...it is awwssoommee!!!! im excited,8
"<PERSON>broke her leg,oops she won't want to do that again!!!!!!!!!!",8
SICK AGAIN !!!! HATE IT !!!!!,8
homework SUX!!!! WHY DO TEACHERS TOURCHER US THIS WAY?!?!?!?!?!?!,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
SOUTHERN HOSPITALITY! AIN'T NOTHING LIKE IT! EXCEPT NO SUBSTITUTES! LIVE AND LOVE IT!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
LIFE HAS NEVER BEEN BETTER!!!!!!!,8
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",8
going to get my husband going to get my husband !!!! I LOVE FRIDAYS but i sure do hate sunday nights :(,8
I cut candys hair of lol.....like 14 cm off it!!!!,8
"Well facebook friends and family, I had a wonderful Christmas!!!! I hope u all had a great holiday as well. This year I didnt have to help my son open any presents and it was soooo exciting watching him get sooooo excited about each gift. AWESOME!!!!!",8
"ugh, i dnt wanna go to class tonight!!!!!!!!",8
"If you're easily offended,	       -Fuck Off!!!",8
Thanks You guys!!! Going to disney World!!,8
Almost Dad's Birthday!!!! : ),8
"howaya mammy,lol pants on the ground!!!!! soz I havn't been in touch,money hassle as per usual.. on another note,is the at home holiday still on the cards??? I have a number if the micro's fall thru. anyhoo,tanx a million for the pressie! it was the only pressie I got,but even if I got a kings ransome in blunts,europes and bitches,ur pressie wud still be the greatest.xx BzR",8
Halloween!!!!!!!!! So excited!  :),8
TONIGHT! SEP. 28TH ASHLEIGH MAUSETH CRASH SITE 9 PM FOR HER 3 LONG YRS OF HER BEING GONE MISSING HER SO MUCH ...SYCAMORE AND 33RD ST AT THE CHURCH ....PLEASE COPY AND PAST TO HELP SPREAD THE WORD TO ANYONE WHO MAY NOT SEE THIS ON MY PAGE,8
bunking office and staying at home doing nothing rocks!!!!!!,8
hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,8
we won!!!!!! record in conference 6-0,8
Happy Diwali !!!!!!!!,8
I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,8
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,8
YANKEES WIN!!!!,8
I got a job!!!!!!! I start tomorrow!!!,8
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,8
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,8
guess whos back yeah its me da # 1 dj here at your facebook hahaha enjoy fam!!!!!!,8
"needs a drink, ASAP!!!!!!!",8
GAAAAAAAAHHHHHH!!!!!,8
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),8
Believe The Hype for Raleigh! Snip3down is going to go off!!,8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,8
Hot pot!,8
"6 down, 3 to go, come on S4S! Make me a happy guy! :)",8
Reggie Bush is the MAN!!!!,8
Cracked another one!!! One to go!!!,8
Drank some KC Tea last night. Pretty good!!,8
cause she is an american ggggiiiirrrlll!!!! got to give it up for tom petty,8
IS SUPER STRESSED AND ITS JUST THE SECOND MONTH OF SCHOOL..D:,8
my son <PERSON> baked me a birthday cake last night all by himself and everyone sang Happy birthday to me....I felt the love! Today the weather is so beautiful...is it really November 7th? Feels like spring out!,8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,8
Yay!!! Uni is finally finished for the year :) hello three months off :),8
Is all set for tomorrow :D i am so excited :),8
My friends are going back home!!! I'll miss you guys so much!!! :((,8
is having such a great day!! thanks so so much for all of the birthday wishes/blessings/love!!!,8
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,8
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,8
YAYERH!,8
Does anyone have Graduation pictures that I can use for the new I Have a Dream website??  Must be with your cap and gown!!!  NEED RIGHT NOW!!!  Like in the next hour--before 5pm.  Thanks!!!,8
"less than 4 hours til the Big Day\!!!!!!!!\""""",8
Sibling war! It's on!!! Copy and paste this if you are the sibling who spends way to much time on facebook!!!!!!!!!,8
"I hurt ma foot evry1!!! :( me sad, haha not really! XOXOX",8
Tonite...let me think...:))) it's gonna be FUN!!,8
I am so excited for tomarrow !!!!!,8
YA ALLAH....... HELP US.....:'(,8
Is stoked because my best friend comes home tomorrow!!!!!,8
received a lovely surprise card from <PERSON>!! :) HappieeEEeE!! :P,8
everybody sing!!!!!!!!!!,8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,8
IT'S MY BIRTHDAY I'M FINALLY 14!,8
BIRTHDAYYY!! <3,8
me hang-over!!!!!!,8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou,8
"OMG, I was just singing along to Taylor Swift. What is WRONG with me?!?!",8
"haha, im so sure this is gunna be a great year! gunna have FUNN!!!!",8
OOO! OOO! OOO! OOO! Come On! <URL>,8
"JUST GOT LAID OFF AND NEED TO FIND SOME WORK, WHAT A NEW YEAR",8
Its finally FRIDAY!!!!!!!,8
I NEED A JOB!!!! anyone know of anything?,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
"is... HAPPY BIRTHDAY, ADAM!!! and ha ha ha, FSU :p......",8
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",8
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,8
GOOD MORNING FB HAVE A GREAT DAY!,8
FINALLY beat Chris in monopoly....only took 2 years! However I lost to Mel!!!  ARGH!!!,8
Thanks for all the birthday love!!!!!,8
In St.Maarten there is no phone service on this island!!!!!! But its fun :),8
Its hard to understand that the one who hurt you is the one you trusted most...huhuhuhu....sori for me!!!!!!!,8
UGLY uniforms!!!!!!!!!!!!!!!!! We look as bad as we play.,8
Dang you cornsuckers... DANG YOU!!!,8
HEHEHEHAHAHA lol. Just got my new carrr!!!  So excited!!,8
Did you know... the bird is the word!!!!!,8
wtf??? Wagner??? go home!!!!,8
"What we think, we become !!!!!",8
Oh yea and for my pep in town with me... The HORN Saturday for the PARTY!!!!!,8
Halloween!!!!!!!!! So excited!  :),8
happy for <PERSON>!!!!!!!!!!,8
Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,8
<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,8
Is there a second chance??????!!!!,8
WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,8
OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,8
YANKEES WIN!!!!,8
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",8
Loving my boyfriend for what he just said in front of everyone.....now I know he's THE ONE!!!!!!,8
says: A Lot Can Happen Over A CoFfEe!!!! <3 <3,8
onli9 on fb fter many dayzzzzzzzz!!!!!,8
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,8
gud luck 4 all the pmr candidates!!!!!!!!!!!,8
VOODOO FEST WAZ AWESOMENESS!!,8
In the Bahamas!!! SO NICE!!!,8
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,8
"What a weekend? EAT, EAT and EAT some more, BBQ TIME!!!!",8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,8
XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!,8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,8
Sunday Night Football BABY!!!! GO GREEN BAY!!! THEY ARE GOING TO STOMP ALL OVER THE BEARS WOOT WOOT!!!!,8
YAY!!! I GOT MY PASS BACK!!!,8
"less than 4 hours til the Big Day\!!!!!!!!\""""",8
"Yest nite @ 2 am earthquake in delhi, felt d tremors for d 1st tym in my lyf!!! Thank God I'm still Alive!!",8
THE STREAK IS OVER!!! LIONS WIN!!!!!!!,8
SOOOOOOOOOOOOOOOOOO FFFFUUUUUCCCKKIN TIRED I BEEN COOKIN ALL GOT DAMN DAY SHIT A NIGGA CANT GET NO KINDA BRAKE ITS ALL GOOD DOUGH LUCKY I LOVE MY MOM,8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou,8
Raiders extend Richard Seymour 2yrs/30mil! Now we can franchise Zach Miller! YES!!!!!!!!!! NOW RESIGN NNAMDI!!!!!!!,8
LOVE IS THE LAW!!!,8
GOD IS NOT A MAN THAT HE WOULD LIE. HIS WORDS MUST COME TO PASS IN OUR LIFES. IT IS WELL HALLELUYA!!!,8
hey i got accepted into edinboro...it is awwssoommee!!!! im excited,8
"<PERSON>broke her leg,oops she won't want to do that again!!!!!!!!!!",8
SICK AGAIN !!!! HATE IT !!!!!,8
homework SUX!!!! WHY DO TEACHERS TOURCHER US THIS WAY?!?!?!?!?!?!,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
SOUTHERN HOSPITALITY! AIN'T NOTHING LIKE IT! EXCEPT NO SUBSTITUTES! LIVE AND LOVE IT!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
LIFE HAS NEVER BEEN BETTER!!!!!!!,8
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",8
going to get my husband going to get my husband !!!! I LOVE FRIDAYS but i sure do hate sunday nights :(,8
I cut candys hair of lol.....like 14 cm off it!!!!,8
"Well facebook friends and family, I had a wonderful Christmas!!!! I hope u all had a great holiday as well. This year I didnt have to help my son open any presents and it was soooo exciting watching him get sooooo excited about each gift. AWESOME!!!!!",8
"ugh, i dnt wanna go to class tonight!!!!!!!!",8
"If you're easily offended,	       -Fuck Off!!!",8
Thanks You guys!!! Going to disney World!!,8
Almost Dad's Birthday!!!! : ),8
"howaya mammy,lol pants on the ground!!!!! soz I havn't been in touch,money hassle as per usual.. on another note,is the at home holiday still on the cards??? I have a number if the micro's fall thru. anyhoo,tanx a million for the pressie! it was the only pressie I got,but even if I got a kings ransome in blunts,europes and bitches,ur pressie wud still be the greatest.xx BzR",8
Halloween!!!!!!!!! So excited!  :),8
TONIGHT! SEP. 28TH ASHLEIGH MAUSETH CRASH SITE 9 PM FOR HER 3 LONG YRS OF HER BEING GONE MISSING HER SO MUCH ...SYCAMORE AND 33RD ST AT THE CHURCH ....PLEASE COPY AND PAST TO HELP SPREAD THE WORD TO ANYONE WHO MAY NOT SEE THIS ON MY PAGE,8
bunking office and staying at home doing nothing rocks!!!!!!,8
hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,8
we won!!!!!! record in conference 6-0,8
Happy Diwali !!!!!!!!,8
I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,8
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,8
YANKEES WIN!!!!,8
I got a job!!!!!!! I start tomorrow!!!,8
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,8
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,8
guess whos back yeah its me da # 1 dj here at your facebook hahaha enjoy fam!!!!!!,8
"needs a drink, ASAP!!!!!!!",8
GAAAAAAAAHHHHHH!!!!!,8
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),8
Believe The Hype for Raleigh! Snip3down is going to go off!!,8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,8
Hot pot!,8
"6 down, 3 to go, come on S4S! Make me a happy guy! :)",8
Reggie Bush is the MAN!!!!,8
Cracked another one!!! One to go!!!,8
Drank some KC Tea last night. Pretty good!!,8
cause she is an american ggggiiiirrrlll!!!! got to give it up for tom petty,8
IS SUPER STRESSED AND ITS JUST THE SECOND MONTH OF SCHOOL..D:,8
my son <PERSON> baked me a birthday cake last night all by himself and everyone sang Happy birthday to me....I felt the love! Today the weather is so beautiful...is it really November 7th? Feels like spring out!,8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,8
Yay!!! Uni is finally finished for the year :) hello three months off :),8
Is all set for tomorrow :D i am so excited :),8
My friends are going back home!!! I'll miss you guys so much!!! :((,8
is having such a great day!! thanks so so much for all of the birthday wishes/blessings/love!!!,8
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,8
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,8
YAYERH!,8
Does anyone have Graduation pictures that I can use for the new I Have a Dream website??  Must be with your cap and gown!!!  NEED RIGHT NOW!!!  Like in the next hour--before 5pm.  Thanks!!!,8
"less than 4 hours til the Big Day\!!!!!!!!\""""",8
Sibling war! It's on!!! Copy and paste this if you are the sibling who spends way to much time on facebook!!!!!!!!!,8
"I hurt ma foot evry1!!! :( me sad, haha not really! XOXOX",8
Tonite...let me think...:))) it's gonna be FUN!!,8
I am so excited for tomarrow !!!!!,8
YA ALLAH....... HELP US.....:'(,8
Is stoked because my best friend comes home tomorrow!!!!!,8
received a lovely surprise card from <PERSON>!! :) HappieeEEeE!! :P,8
everybody sing!!!!!!!!!!,8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,8
IT'S MY BIRTHDAY I'M FINALLY 14!,8
BIRTHDAYYY!! <3,8
me hang-over!!!!!!,8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou,8
"OMG, I was just singing along to Taylor Swift. What is WRONG with me?!?!",8
"haha, im so sure this is gunna be a great year! gunna have FUNN!!!!",8
OOO! OOO! OOO! OOO! Come On! <URL>,8
"JUST GOT LAID OFF AND NEED TO FIND SOME WORK, WHAT A NEW YEAR",8
Its finally FRIDAY!!!!!!!,8
I NEED A JOB!!!! anyone know of anything?,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
"is... HAPPY BIRTHDAY, ADAM!!! and ha ha ha, FSU :p......",8
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",8
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,8
GOOD MORNING FB HAVE A GREAT DAY!,8
FINALLY beat Chris in monopoly....only took 2 years! However I lost to Mel!!!  ARGH!!!,8
Thanks for all the birthday love!!!!!,8
In St.Maarten there is no phone service on this island!!!!!! But its fun :),8
Its hard to understand that the one who hurt you is the one you trusted most...huhuhuhu....sori for me!!!!!!!,8
UGLY uniforms!!!!!!!!!!!!!!!!! We look as bad as we play.,8
Dang you cornsuckers... DANG YOU!!!,8
HEHEHEHAHAHA lol. Just got my new carrr!!!  So excited!!,8
Did you know... the bird is the word!!!!!,8
wtf??? Wagner??? go home!!!!,8
"What we think, we become !!!!!",8
Oh yea and for my pep in town with me... The HORN Saturday for the PARTY!!!!!,8
Halloween!!!!!!!!! So excited!  :),8
happy for <PERSON>!!!!!!!!!!,8
Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,8
<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,8
Is there a second chance??????!!!!,8
WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,8
OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,8
YANKEES WIN!!!!,8
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",8
Loving my boyfriend for what he just said in front of everyone.....now I know he's THE ONE!!!!!!,8
says: A Lot Can Happen Over A CoFfEe!!!! <3 <3,8
onli9 on fb fter many dayzzzzzzzz!!!!!,8
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,8
gud luck 4 all the pmr candidates!!!!!!!!!!!,8
VOODOO FEST WAZ AWESOMENESS!!,8
In the Bahamas!!! SO NICE!!!,8
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,8
"What a weekend? EAT, EAT and EAT some more, BBQ TIME!!!!",8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,8
XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!,8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,8
Sunday Night Football BABY!!!! GO GREEN BAY!!! THEY ARE GOING TO STOMP ALL OVER THE BEARS WOOT WOOT!!!!,8
YAY!!! I GOT MY PASS BACK!!!,8
"less than 4 hours til the Big Day\!!!!!!!!\""""",8
"Yest nite @ 2 am earthquake in delhi, felt d tremors for d 1st tym in my lyf!!! Thank God I'm still Alive!!",8
THE STREAK IS OVER!!! LIONS WIN!!!!!!!,8
SOOOOOOOOOOOOOOOOOO FFFFUUUUUCCCKKIN TIRED I BEEN COOKIN ALL GOT DAMN DAY SHIT A NIGGA CANT GET NO KINDA BRAKE ITS ALL GOOD DOUGH LUCKY I LOVE MY MOM,8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou,8
Raiders extend Richard Seymour 2yrs/30mil! Now we can franchise Zach Miller! YES!!!!!!!!!! NOW RESIGN NNAMDI!!!!!!!,8
LOVE IS THE LAW!!!,8
GOD IS NOT A MAN THAT HE WOULD LIE. HIS WORDS MUST COME TO PASS IN OUR LIFES. IT IS WELL HALLELUYA!!!,8
hey i got accepted into edinboro...it is awwssoommee!!!! im excited,8
"<PERSON>broke her leg,oops she won't want to do that again!!!!!!!!!!",8
SICK AGAIN !!!! HATE IT !!!!!,8
homework SUX!!!! WHY DO TEACHERS TOURCHER US THIS WAY?!?!?!?!?!?!,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
SOUTHERN HOSPITALITY! AIN'T NOTHING LIKE IT! EXCEPT NO SUBSTITUTES! LIVE AND LOVE IT!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
LIFE HAS NEVER BEEN BETTER!!!!!!!,8
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",8
going to get my husband going to get my husband !!!! I LOVE FRIDAYS but i sure do hate sunday nights :(,8
I cut candys hair of lol.....like 14 cm off it!!!!,8
"Well facebook friends and family, I had a wonderful Christmas!!!! I hope u all had a great holiday as well. This year I didnt have to help my son open any presents and it was soooo exciting watching him get sooooo excited about each gift. AWESOME!!!!!",8
"ugh, i dnt wanna go to class tonight!!!!!!!!",8
"If you're easily offended,	       -Fuck Off!!!",8
Thanks You guys!!! Going to disney World!!,8
Almost Dad's Birthday!!!! : ),8
"howaya mammy,lol pants on the ground!!!!! soz I havn't been in touch,money hassle as per usual.. on another note,is the at home holiday still on the cards??? I have a number if the micro's fall thru. anyhoo,tanx a million for the pressie! it was the only pressie I got,but even if I got a kings ransome in blunts,europes and bitches,ur pressie wud still be the greatest.xx BzR",8
Halloween!!!!!!!!! So excited!  :),8
TONIGHT! SEP. 28TH ASHLEIGH MAUSETH CRASH SITE 9 PM FOR HER 3 LONG YRS OF HER BEING GONE MISSING HER SO MUCH ...SYCAMORE AND 33RD ST AT THE CHURCH ....PLEASE COPY AND PAST TO HELP SPREAD THE WORD TO ANYONE WHO MAY NOT SEE THIS ON MY PAGE,8
bunking office and staying at home doing nothing rocks!!!!!!,8
hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,8
we won!!!!!! record in conference 6-0,8
Happy Diwali !!!!!!!!,8
I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,8
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,8
YANKEES WIN!!!!,8
I got a job!!!!!!! I start tomorrow!!!,8
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,8
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,8
guess whos back yeah its me da # 1 dj here at your facebook hahaha enjoy fam!!!!!!,8
"needs a drink, ASAP!!!!!!!",8
GAAAAAAAAHHHHHH!!!!!,8
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),8
Believe The Hype for Raleigh! Snip3down is going to go off!!,8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010.,8
Hot pot!,8
"6 down, 3 to go, come on S4S! Make me a happy guy! :)",8
Reggie Bush is the MAN!!!!,8
Cracked another one!!! One to go!!!,8
Drank some KC Tea last night. Pretty good!!,8
cause she is an american ggggiiiirrrlll!!!! got to give it up for tom petty,8
IS SUPER STRESSED AND ITS JUST THE SECOND MONTH OF SCHOOL..D:,8
my son <PERSON> baked me a birthday cake last night all by himself and everyone sang Happy birthday to me....I felt the love! Today the weather is so beautiful...is it really November 7th? Feels like spring out!,8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,8
Yay!!! Uni is finally finished for the year :) hello three months off :),8
Is all set for tomorrow :D i am so excited :),8
My friends are going back home!!! I'll miss you guys so much!!! :((,8
is having such a great day!! thanks so so much for all of the birthday wishes/blessings/love!!!,8
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,8
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,8
YAYERH!,8
Does anyone have Graduation pictures that I can use for the new I Have a Dream website??  Must be with your cap and gown!!!  NEED RIGHT NOW!!!  Like in the next hour--before 5pm.  Thanks!!!,8
"less than 4 hours til the Big Day\!!!!!!!!\""""",8
Sibling war! It's on!!! Copy and paste this if you are the sibling who spends way to much time on facebook!!!!!!!!!,8
"I hurt ma foot evry1!!! :( me sad, haha not really! XOXOX",8
Tonite...let me think...:))) it's gonna be FUN!!,8
I am so excited for tomarrow !!!!!,8
YA ALLAH....... HELP US.....:'(,8
Is stoked because my best friend comes home tomorrow!!!!!,8
received a lovely surprise card from <PERSON>!! :) HappieeEEeE!! :P,8
everybody sing!!!!!!!!!!,8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,8
IT'S MY BIRTHDAY I'M FINALLY 14!,8
BIRTHDAYYY!! <3,8
me hang-over!!!!!!,8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou,8
"OMG, I was just singing along to Taylor Swift. What is WRONG with me?!?!",8
"haha, im so sure this is gunna be a great year! gunna have FUNN!!!!",8
OOO! OOO! OOO! OOO! Come On! <URL>,8
"JUST GOT LAID OFF AND NEED TO FIND SOME WORK, WHAT A NEW YEAR",8
Its finally FRIDAY!!!!!!!,8
I NEED A JOB!!!! anyone know of anything?,8
i really need a house cleaner this is a disaster!!!!!!!!!,8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",8
"is... HAPPY BIRTHDAY, ADAM!!! and ha ha ha, FSU :p......",8
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",8
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,8
GOOD MORNING FB HAVE A GREAT DAY!,8
FINALLY beat Chris in monopoly....only took 2 years! However I lost to Mel!!!  ARGH!!!,8
Thanks for all the birthday love!!!!!,8
In St.Maarten there is no phone service on this island!!!!!! But its fun :),8
Its hard to understand that the one who hurt you is the one you trusted most...huhuhuhu....sori for me!!!!!!!,8
UGLY uniforms!!!!!!!!!!!!!!!!! We look as bad as we play.,8
Dang you cornsuckers... DANG YOU!!!,8
HEHEHEHAHAHA lol. Just got my new carrr!!!  So excited!!,8
Did you know... the bird is the word!!!!!,8
wtf??? Wagner??? go home!!!!,8
"What we think, we become !!!!!",8
Oh yea and for my pep in town with me... The HORN Saturday for the PARTY!!!!!,8
Halloween!!!!!!!!! So excited!  :),8
happy for <PERSON>!!!!!!!!!!,8
Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,8
<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,8
